ABS_TIME,Weekday,Month,Day,Year,Stop,Line,Current Time,ETA,CURRENT,PREDICTION
1412136000,3,10,1,2014,BUS190,17,4:00:00 PM,4:24:00 PM,57600,59040
1412136000,3,10,1,2014,BUS944N,5B,4:00:00 PM,4:29:00 PM,57600,59340
1412136000,3,10,1,2014,BUS944N,5B,4:00:00 PM,4:55:00 PM,57600,60900
1412136000,3,10,1,2014,BUS944S,5B,4:00:00 PM,4:06:00 PM,57600,57960
1412136000,3,10,1,2014,BUS944S,5B,4:00:00 PM,4:41:00 PM,57600,60060
1412136000,3,10,1,2014,BUS114W,5B,4:00:00 PM,4:05:00 PM,57600,57900
1412136000,3,10,1,2014,BUS114W,5B,4:00:00 PM,4:40:00 PM,57600,60000
1412136000,3,10,1,2014,BUS945SW,5B,4:00:00 PM,4:06:00 PM,57600,57960
1412136000,3,10,1,2014,BUS945SW,5B,4:00:00 PM,4:41:00 PM,57600,60060
1412136000,3,10,1,2014,BUS113NW,5B,4:00:00 PM,4:04:00 PM,57600,57840
1412136000,3,10,1,2014,BUS113NW,5B,4:00:00 PM,4:39:00 PM,57600,59940
1412136000,3,10,1,2014,BUS563,5B,4:00:00 PM,4:16:00 PM,57600,58560
1412136000,3,10,1,2014,BUS563,5B,4:00:00 PM,4:41:00 PM,57600,60060
1412136000,3,10,1,2014,BUS117SW,5B,4:00:00 PM,4:07:00 PM,57600,58020
1412136000,3,10,1,2014,BUS117SW,5B,4:00:00 PM,4:43:00 PM,57600,60180
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:00:00 PM,57600,57600
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:13:00 PM,57600,58380
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:20:00 PM,57600,58800
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:33:00 PM,57600,59580
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:40:00 PM,57600,60000
1412136000,3,10,1,2014,BUS426,17,4:00:00 PM,4:53:00 PM,57600,60780
1412136000,3,10,1,2014,BUS115S,5B,4:00:00 PM,4:05:00 PM,57600,57900
1412136000,3,10,1,2014,BUS115S,5B,4:00:00 PM,4:40:00 PM,57600,60000
1412136000,3,10,1,2014,BUS631W,5B,4:00:30 PM,4:03:30 PM,57630,57810
1412136000,3,10,1,2014,BUS631W,5B,4:00:30 PM,4:38:30 PM,57630,59910
1412136000,3,10,1,2014,BUS118NW,5B,4:00:30 PM,4:07:30 PM,57630,58050
1412136000,3,10,1,2014,BUS118NW,5B,4:00:30 PM,4:43:30 PM,57630,60210
1412136000,3,10,1,2014,BUS347,17,4:00:30 PM,4:08:30 PM,57630,58110
1412136000,3,10,1,2014,BUS347,17,4:00:30 PM,4:16:30 PM,57630,58590
1412136000,3,10,1,2014,BUS347,17,4:00:30 PM,4:28:30 PM,57630,59310
1412136000,3,10,1,2014,BUS347,17,4:00:30 PM,4:36:30 PM,57630,59790
1412136000,3,10,1,2014,BUS190,17,4:00:30 PM,4:03:30 PM,57630,57810
1412136000,3,10,1,2014,BUS190,17,4:00:30 PM,4:15:30 PM,57630,58530
1412136000,3,10,1,2014,BUS190,17,4:00:30 PM,4:23:30 PM,57630,59010
1412136000,3,10,1,2014,BUS944N,5B,4:00:30 PM,4:28:30 PM,57630,59310
1412136000,3,10,1,2014,BUS944N,5B,4:00:30 PM,4:54:30 PM,57630,60870
1412136000,3,10,1,2014,BUS944S,5B,4:00:30 PM,4:05:30 PM,57630,57930
1412136000,3,10,1,2014,BUS944S,5B,4:00:30 PM,4:40:30 PM,57630,60030
